sched,job_id,node,submit,start,end,wait_ms,ci_cost,policy
themis_base,job-506,small-1,2025-10-19T17:09:10+02:00,2025-10-20T14:16:45.565072351+02:00,2025-10-20T14:17:30.565072351+02:00,76055565,0.000181,themis
themis_base,job-508,med-0,2025-10-19T17:09:13+02:00,2025-10-20T14:16:45.565072351+02:00,2025-10-20T14:17:30.565072351+02:00,76052565,0.000192,themis
themis_base,job-511,med-1,2025-10-19T17:09:15+02:00,2025-10-20T14:16:45.565072351+02:00,2025-10-20T14:17:26.565072351+02:00,76050565,0.000175,themis
themis_base,job-512,small-2,2025-10-19T17:09:16+02:00,2025-10-20T14:16:48.565072351+02:00,2025-10-20T14:17:46.565072351+02:00,76052565,0.000234,themis
themis_base,job-517,small-1,2025-10-19T17:09:21+02:00,2025-10-20T14:16:48.565072351+02:00,2025-10-20T14:17:37.565072351+02:00,76047565,0.000197,themis
themis_base,job-520,small-3,2025-10-19T17:09:24+02:00,2025-10-20T14:16:50.565072351+02:00,2025-10-20T14:17:31.565072351+02:00,76046565,0.000165,themis
themis_base,job-521,small-4,2025-10-19T17:09:25+02:00,2025-10-20T14:16:52.565072351+02:00,2025-10-20T14:17:47.565072351+02:00,76047565,0.000222,themis
themis_base,job-522,small-2,2025-10-19T17:09:25+02:00,2025-10-20T14:16:53.565072351+02:00,2025-10-20T14:17:34.565072351+02:00,76048565,0.000165,themis
themis_base,job-524,small-4,2025-10-19T17:09:27+02:00,2025-10-20T14:16:53.565072351+02:00,2025-10-20T14:17:28.565072351+02:00,76046565,0.000141,themis
themis_base,job-526,small-1,2025-10-19T17:09:32+02:00,2025-10-20T14:16:57.565072351+02:00,2025-10-20T14:17:35.565072351+02:00,76045565,0.000153,themis
themis_base,job-527,med-1,2025-10-19T17:09:34+02:00,2025-10-20T14:16:58.565072351+02:00,2025-10-20T14:17:47.565072351+02:00,76044565,0.000209,themis
themis_base,job-534,small-2,2025-10-19T17:09:39+02:00,2025-10-20T14:17:01.565072351+02:00,2025-10-20T14:17:56.565072351+02:00,76042565,0.000222,themis
themis_base,job-546,small-4,2025-10-19T17:09:52+02:00,2025-10-20T14:17:02.565072351+02:00,2025-10-20T14:17:43.565072351+02:00,76030565,0.000165,themis
themis_base,job-551,gpu-0,2025-10-19T17:09:54+02:00,2025-10-20T14:17:02.565072351+02:00,2025-10-20T14:17:50.565072351+02:00,76028565,0.000132,themis
themis_base,job-554,small-0,2025-10-19T17:09:59+02:00,2025-10-20T14:17:06.565072351+02:00,2025-10-20T14:17:52.565072351+02:00,76027565,0.000185,themis
themis_base,job-555,med-0,2025-10-19T17:09:59+02:00,2025-10-20T14:17:08.565072351+02:00,2025-10-20T14:18:02.565072351+02:00,76029565,0.000231,themis
themis_base,job-17,burst-1,2025-10-19T17:00:12+02:00,2025-10-20T14:17:10.565072351+02:00,2025-10-20T14:26:07.565072351+02:00,76618565,0.006818,themis
themis_base,job-24,burst-1,2025-10-19T17:00:19+02:00,2025-10-20T14:17:10.565072351+02:00,2025-10-20T14:20:07.565072351+02:00,76611565,0.001001,themis
themis_base,job-556,small-3,2025-10-19T17:09:59+02:00,2025-10-20T14:17:10.565072351+02:00,2025-10-20T14:17:58.565072351+02:00,76031565,0.000193,themis
